名称,总价（万）,均价,成交日期,位置
鹭岛国际社区二期 3室2厅 157.82平米,268,16981元,2016-11-18,武侯
成勘院 3室2厅 151.52平米,267,17622元,2017-07-01,青羊
中海城南一号 2室2厅 87.78平米,267,30417元,2017-02-13,高新区
蜀风花园城 4室2厅 224平米,267,11925元,2016-06-28,青羊
时代豪庭 3室2厅 172.58平米,267,15471元,2015-07-02,锦江
新界三期 4室2厅 163.1平米,267,16371元,2017-05-27,武侯
仁和春天大道 8室2厅 277平米,267,9639元,2017-01-09,温江
四海逸家蓝钻 4室2厅 86.88平米,267,30732元,2017-02-13,锦江
马鞍北路小区 3室2厅 147.57平米,267,18094元,2017-03-08,金牛
时代晶科名苑 2室2厅 117.78平米,267,22670元,2018-01-30,高新区
银都花园 3室2厅 135.61平米,267,19689元,2018-02-01,高新区
育才都市家园 3室2厅 129平米,267,20698元,2018-02-11,锦江
蜀郡 4室2厅 170.52平米,267,15658元,2017-02-20,天府新区
文翁华府 4室1厅 133.71平米,267,19969元,2017-09-01,青羊
草堂居 3室2厅 163.45平米,267,16336元,2017-09-01,青羊
天合凯旋天际湾 4室2厅 166.74平米,267,16013元,2016-12-25,青羊
华侨城东岸 3室2厅 142.92平米,267,18682元,2016-09-18,金牛
天韵金沙 4室2厅 178.64平米,266,14890元,2016-09-28,青羊
华宇蓉国府 4室1厅 129.53平米,266,20536元,2015-12-17,武侯
置信丽都花园丽府 3室2厅 147平米,266,18095元,2017-01-02,武侯
成都棕榈泉费尔蒙公寓 3室2厅 128.78平米,266,20655元,2016-07-12,高新区
碧华邻 3室2厅 142.87平米,266,18619元,2017-04-10,青羊
中海龙湾半岛 4室2厅 167平米,266,15928元,2016-05-01,武侯
朗基天香 3室2厅 126平米,266,21112元,2017-09-14,高新区
府河音乐花园 5室3厅 250.55平米,266,10617元,2017-11-22,天府新区
神仙树大院 3室2厅 169.69平米,266,15676元,2017-01-15,高新区
四海逸家华府 4室2厅 88平米,266,30228元,2017-04-27,锦江
晶蓝半岛二期 3室2厅 134.53平米,266,19773元,2017-02-17,锦江
仁和春天国际花园 2室2厅 95.26平米,266,27924元,2017-08-03,高新区
世纪朝阳 3室2厅 126.65平米,266,21003元,2017-10-31,锦江
粼江峰阁 2室2厅 108.91平米,266,24424元,2017-12-04,锦江
华润凤凰城二期 3室2厅 111.34平米,266,23891元,2017-10-24,高新区
仁恒滨河湾 3室2厅 176平米,266,15112元,2016-02-01,锦江
金沙西园四期 3室2厅 127.51平米,266,20862元,2017-06-30,青羊
桐梓林欧城 3室2厅 158平米,266,16835元,2017-02-22,武侯
南城都汇二A期 3室2厅 138平米,266,19276元,2017-03-16,高新区
万科城市花园 3室2厅 124.86平米,266,21304元,2017-03-20,锦江
澳龙名城 3室2厅 110.95平米,266,23975元,2017-10-13,锦江
海成大厦 3室2厅 167.82平米,266,15851元,2018-01-31,锦江
清波苑 3室2厅 148.51平米,266,17912元,2017-10-20,青羊
比华利国际城 3室2厅 134.26平米,266,19813元,2018-01-19,锦江
建发中央鹭洲 4室2厅 138.94平米,266,19145元,2017-02-27,高新区
锦水雅居 4室3厅 207.58平米,266,12814元,2015-07-25,青羊
时代豪庭 3室2厅 166平米,265,15964元,2015-07-08,锦江
滨河湾 3室2厅 179.55平米,265,14759元,2016-07-26,锦江
天悦府 3室2厅 136平米,265,19530元,2016-09-27,高新区
龙湖三千城 5室2厅 77.73平米,265,34092元,2016-10-27,成华
保利心语三期 7室2厅 143.33平米,265,18489元,2016-11-15,高新区
华润凤凰城 3室2厅 145平米,265,18276元,2016-12-16,高新区
绿地锦天府 3室2厅 185平米,265,14324元,2016-01-01,锦江
中海城南一号 3室2厅 181平米,265,14640元,2016-02-01,高新区
鹭岛国际社区二期 3室2厅 175.18平米,265,15127元,2016-10-17,武侯
蜀风花园城 2室2厅 172.49平米,265,15363元,2016-11-19,青羊
世茂玉锦湾 4室2厅 261.56平米,265,10132元,2016-06-13,成华
中建桐梓林壹号 4室2厅 140.29平米,265,18889元,2016-11-28,高新区
鹭岛国际社区二期 2室2厅 175.18平米,265,15127元,2016-05-12,武侯
天府世家 3室2厅 137平米,265,19343元,2016-04-13,高新区
香槟花园 4室2厅 157.91平米,265,16782元,2017-04-10,青羊
华置都汇华庭 3室2厅 127.71平米,265,20750元,2016-10-07,锦江
华府金沙 3室2厅 127.75平米,265,20744元,2017-06-03,青羊
麓山国际社区茵特拉肯 4室2厅 256.76平米,265,10321元,2016-11-24,天府新区
时代尊邸 4室1厅 162.38平米,265,16320元,2015-07-23,锦江
金沙云庭 3室2厅 95.24平米,265,27825元,2017-09-03,青羊
四海逸家蓝钻 4室2厅 88平米,265,30114元,2017-02-26,锦江
银泰泰悦湾 3室2厅 111.96平米,265,23670元,2017-04-20,高新区
华润凤凰城二期 3室2厅 100.8平米,265,26290元,2017-10-26,高新区
绿水康城别墅 5室3厅 220.19平米,265,12035元,2017-01-09,天府新区
齐力碧水湾 3室2厅 130.93平米,265,20240元,2017-09-08,青羊
红牌楼广场 5室3厅 137.33平米,265,19297元,2017-10-14,武侯
蓝山溪谷 5室2厅 184.98平米,265,14326元,2017-10-14,天府新区
优品道四期 3室2厅 93.46平米,265,28355元,2017-10-14,青羊
雅颂居 3室2厅 128.43平米,265,20634元,2017-03-25,高新区
卓锦城三期 4室2厅 163.21平米,265,16237元,2017-08-19,锦江
博瑞都市花园 5室2厅 203.76平米,265,13005元,2015-10-11,青羊
优品道 3室2厅 147.64平米,265,17949元,2016-06-30,青羊
华置西锦城 4室2厅 267.9平米,265,9892元,2017-04-01,金牛
凯丽豪景 3室2厅 105平米,265,25239元,2017-10-07,金牛
龙城一号 4室2厅 144.36平米,265,18357元,2017-10-09,龙泉
保利金香槟 3室2厅 113平米,265,23452元,2017-10-15,青羊
优品道四期 4室2厅 112平米,265,23661元,2017-03-14,青羊
观南上域 3室2厅 95.44平米,265,27767元,2018-01-23,武侯
东方希望天祥广场 3室2厅 127.89平米,265,20721元,2018-01-22,高新区
中海格林威治城 4室2厅 164平米,265,16159元,2017-03-08,武侯
桐梓林欧城 3室2厅 154平米,265,17208元,2016-12-21,武侯
金沙兰亭 3室2厅 125平米,265,21200元,2017-11-10,青羊
华府西苑 3室2厅 134.49平米,265,19705元,2017-05-31,高新区
比华利国际城 3室2厅 138.12平米,265,19187元,2017-09-27,锦江
翡翠城五期 4室2厅 136.11平米,265,19470元,2015-12-16,锦江
保利康桥 3室2厅 170.94平米,265,15503元,2016-10-08,成华
中粮香榭丽都 4室2厅 200平米,265,13250元,2016-04-18,武侯
世纪城天鹅湖 3室2厅 200平米,265,13250元,2017-01-16,高新区
中海城南华府 2室2厅 89.68平米,265,29550元,2017-02-20,高新区
龙湖三千城 4室2厅 86.5平米,265,30636元,2017-12-03,成华
浪琴湾 4室2厅 133平米,265,19925元,2017-10-18,青羊
中海国际社区熙岸 3室2厅 139.42平米,265,19008元,2017-08-31,高新西区
棕南公寓 4室2厅 164平米,265,16159元,2017-11-23,武侯
复地雍湖湾 2室2厅 94.79平米,265,27957元,2017-12-15,高新区
华置西锦城 3室2厅 128平米,265,20704元,2018-01-07,金牛
观南上域 4室2厅 153.51平米,265,17263元,2017-01-19,武侯
翠微清波 3室2厅 138.45平米,265,19141元,2017-07-25,青羊
城市春天 3室2厅 125.01平米,265,21199元,2017-12-22,武侯
中海龙湾半岛 3室2厅 136.46平米,265,19420元,2017-03-12,武侯
锦宏骏苑 4室1厅 244平米,265,10861元,2015-09-10,武侯
中海龙湾半岛 4室2厅 176.27平米,265,15034元,2015-08-10,武侯
蜀郡 3室2厅 123.16平米,265,21517元,2018-01-25,天府新区
双楠名城 3室2厅 163平米,265,16258元,2018-02-12,武侯
绿地锦天府 3室2厅 185.07平米,265,14319元,2016-01-20,锦江
天悦府 3室2厅 135.16平米,265,19606元,2016-06-02,高新区
蜀郡 3室2厅 141.82平米,265,18686元,2017-02-20,天府新区
祥域 3室2厅 133.67平米,265,19825元,2017-03-30,青羊
成都合院 4室2厅 262.93平米,265,10079元,2017-05-15,高新西区
置信丽都花园D区 4室2厅 188.96平米,265,14025元,2017-03-19,武侯
时代豪庭 3室2厅 143.06平米,265,18524元,2016-09-19,锦江
中大君悦金沙五期 3室2厅 116.43平米,265,22761元,2017-03-07,青羊
保利康桥 3室2厅 123平米,265,21467元,2016-09-27,成华
鹭岛国际社区二期 3室2厅 146平米,265,18151元,2017-02-27,武侯
仁和春天国际花园 4室2厅 185平米,265,14355元,2016-06-29,高新区
融城理想 3室2厅 136.35平米,265,19436元,2017-09-07,高新区
卓锦城六期 4室2厅 114.33平米,265,23179元,2017-11-19,锦江
锦江逸家 3室2厅 86平米,265,30814元,2017-11-21,锦江
华府金沙 3室2厅 138.9平米,264,18992元,2016-11-16,青羊
鹭岛国际社区二期 4室2厅 175平米,264,15074元,2016-03-01,武侯
首创爱这城 4室2厅 156.31平米,264,16877元,2017-03-19,成华
双林北横路129号院 4室2厅 192.5平米,264,13715元,2017-05-21,成华
四海逸家蓝钻 4室2厅 88平米,264,29977元,2017-01-23,锦江
成都国韵村 5室2厅 197平米,264,13402元,2018-01-28,双流
冠城花园二期 6室3厅 260.57平米,264,10128元,2016-10-17,青羊
保利心语二期 3室2厅 123.56平米,264,21367元,2017-05-14,高新区
蜀郡 4室2厅 162平米,264,16315元,2017-03-05,天府新区
听城 3室2厅 122平米,264,21607元,2017-12-30,青羊
龙城一号 4室2厅 166.98平米,264,15781元,2017-11-28,龙泉
西派国际 4室2厅 165平米,264,15975元,2016-04-01,高新区
世茂玉锦湾 5室2厅 256平米,263,10272元,2016-04-12,成华
南城都汇四期 4室2厅 213.28平米,263,12331元,2016-09-22,高新区
中粮祥云国际生活区一期 4室2厅 213.57平米,263,12301元,2016-09-17,武侯
保利心语三期 6室2厅 143.32平米,263,18351元,2016-11-22,高新区
天府长城嘉南地 3室2厅 131.46平米,263,20007元,2017-08-02,高新区
中大君悦金沙 3室2厅 126.05平米,263,20865元,2017-08-03,青羊
中建桐梓林壹号 3室2厅 127.21平米,263,20674元,2016-11-14,高新区
龙湖世纪峰景 3室2厅 141.1平米,263,18639元,2016-11-10,高新区
绿地锦天府 3室2厅 200平米,263,13150元,2015-12-29,锦江
粼江峰阁 3室2厅 146.84平米,263,17911元,2017-06-04,锦江
中建桐梓林壹号 4室2厅 140.29平米,263,18747元,2017-01-07,高新区
保利花园 3室2厅 132平米,263,19925元,2017-08-16,武侯
蜀郡 4室2厅 145.24平米,263,18074元,2017-08-03,天府新区
保利百合花园 3室2厅 97.84平米,263,26881元,2017-09-12,高新区
神仙树大院二期 3室2厅 139.79平米,263,18814元,2017-03-13,高新区
蓝光凯丽美域 3室2厅 120.8平米,263,21772元,2017-09-09,青羊
龙城一号 5室2厅 122.56平米,263,21459元,2018-01-22,龙泉
时代晶科名苑 2室2厅 111.07平米,263,23679元,2018-01-22,高新区
华润金悦湾 4室3厅 210.96平米,263,12467元,2015-05-31,青羊
天府世家 3室2厅 137.22平米,263,19166元,2016-06-05,高新区
中海九号公馆 4室2厅 169.53平米,263,15513元,2016-06-02,高新区
上海东韵 5室2厅 171.57平米,263,15329元,2017-02-08,锦江
新界三期 4室2厅 84.89平米,263,30982元,2018-02-01,武侯
仁和春天大道 4室3厅 318.38平米,263,8261元,2016-10-17,温江
美洲花园二期 4室3厅 188.21平米,263,13974元,2017-10-13,高新区
卓锦城四期 3室2厅 130.73平米,263,20088元,2017-12-30,锦江
望江嘉苑 3室1厅 127.33平米,263,20655元,2017-12-05,锦江
万科魅力之城四期 3室2厅 146.66平米,263,17933元,2017-09-25,成华
龙湖世纪峰景 4室2厅 177平米,263,14888元,2016-09-29,高新区
中建桐梓林壹号 4室2厅 141.36平米,263,18605元,2016-10-26,高新区
环球汇天誉 4室1厅 181.44平米,262,14418元,2016-05-13,锦江
龙湖三千城 4室2厅 86.38平米,262,30285元,2017-10-02,成华
鹭岛国际社区三期 3室1厅 132平米,262,19849元,2017-07-11,武侯
南城都汇四期 3室2厅 137平米,262,19125元,2017-09-07,高新区
蓉上坊二期 2室1厅 90.81平米,262,28852元,2017-10-31,锦江
汇厦少城 3室2厅 100.85平米,262,25980元,2017-09-17,青羊
盛世草堂 3室1厅 113.97平米,262,22989元,2018-02-05,青羊
金海岸公寓 4室2厅 166平米,262,15805元,2018-01-13,锦江
成都ICC 2室1厅 117.06平米,262,22382元,2017-08-09,锦江
天府豪庭 4室2厅 126.06平米,262,20784元,2018-01-07,高新区
华置都汇华庭 1室1厅 86.38平米,262,30355元,2017-11-10,锦江
仁和世代春天 3室2厅 151平米,262,17351元,2017-06-18,青羊
翡翠城五期 3室2厅 136平米,262,19264元,2016-04-09,锦江
四海逸家蓝钻 4室2厅 88平米,262,29773元,2017-01-04,锦江
时代豪庭 2室2厅 111.89平米,262,23432元,2017-01-04,锦江
仁和春天国际花园 3室2厅 145.02平米,261,17998元,2016-11-30,高新区
晶融汇 2室2厅 94.5平米,261,27619元,2017-01-18,锦江
童子街庭苑 5室2厅 197.26平米,261,13231元,2016-08-14,青羊
绿地锦天府 3室2厅 201.48平米,261,12954元,2016-06-11,锦江
东府小区 3室1厅 116.62平米,261,22338元,2017-09-14,锦江
沙河湾 3室1厅 118.44平米,261,22037元,2017-11-04,成华
龙湖世纪峰景 3室2厅 275.74平米,261,9465元,2016-09-11,高新区
文翁华府 4室2厅 175.89平米,261,14839元,2016-08-02,青羊
长城半岛城邦三期 4室2厅 141平米,261,18511元,2017-01-15,高新区
蜀郡一期 5室4厅 266.01平米,260,9774元,2016-08-13,天府新区
华润凤凰城 4室2厅 153.89平米,260,16895元,2016-11-21,高新区
时代豪庭 3室2厅 166.08平米,260,15655元,2015-07-16,锦江
皇家花园别墅 5室2厅 172.49平米,260,15073元,2016-11-15,武侯
龙湖世纪峰景 4室2厅 189.7平米,260,13706元,2016-09-13,高新区
金沙云庭 4室2厅 194.6平米,260,13361元,2016-06-20,青羊
华润凤凰城二期 5室2厅 146.34平米,260,17767元,2016-06-28,高新区
保利心语二期 5室2厅 184.15平米,260,14119元,2016-11-29,高新区
晶融汇 2室2厅 89.87平米,260,28931元,2017-02-10,锦江
东苑小区C 3室2厅 140.64平米,260,18487元,2017-07-08,高新区
翠微清波 3室2厅 128.1平米,260,20297元,2017-08-26,青羊
世纪城天鹅湖 4室2厅 240平米,260,10827元,2016-06-27,高新区
桂溪苑 4室2厅 208平米,260,12500元,2015-08-17,高新区
粼江峰阁 4室2厅 170平米,260,15295元,2017-03-30,锦江
神仙树大院三期 4室2厅 154.77平米,260,16800元,2017-03-17,高新区
瑞景光华 3室2厅 191.84平米,260,13553元,2017-04-12,青羊
龙城一号 4室2厅 211平米,260,12322元,2016-04-23,龙泉
文翁华府 4室2厅 236.54平米,260,10992元,2015-06-04,青羊
鹭岛国际社区二期 4室2厅 154.15平米,260,16867元,2016-09-22,武侯
置信丽都花园C区 4室2厅 225.11平米,260,11550元,2016-07-09,武侯
中海城南一号 2室1厅 87.78平米,260,29620元,2017-02-05,高新区
燕沙庭院 4室2厅 188.3平米,260,13808元,2016-10-16,青羊
世纪城天鹅湖 3室2厅 231平米,260,11255元,2015-08-14,高新区
银泰泰悦湾 4室2厅 151.77平米,260,17131元,2017-01-05,高新区
中海名城三期 4室2厅 171.31平米,260,15177元,2016-11-29,高新区
成都国奥村 3室2厅 190.03平米,260,13683元,2017-04-10,双流
保利蝴蝶谷西区 4室2厅 351平米,260,7408元,2017-04-11,新都
中海名城 3室2厅 145.29平米,260,17896元,2017-06-25,高新区
雅颂居 3室2厅 137.46平米,260,18915元,2017-02-28,高新区
万科城市花园 3室2厅 152.74平米,260,17022元,2016-08-24,锦江
仁和春天国际花园 3室2厅 155.95平米,260,16693元,2016-08-24,高新区
锦城豪庭 5室3厅 245.46平米,260,10593元,2017-03-19,金牛
东苑小区C 3室2厅 136.72平米,260,19017元,2017-06-05,高新区
锦城世家 5室2厅 172平米,260,15116元,2016-02-01,金牛
世代锦江凯旋门 3室2厅 157平米,260,16561元,2016-12-28,锦江
时代豪庭 3室2厅 147.5平米,260,17627元,2016-12-28,锦江
鹭岛国际社区二期 3室2厅 170平米,260,15295元,2016-05-05,武侯
华润凤凰城二期 3室2厅 111平米,260,23424元,2017-09-15,高新区
望江橡树林 3室2厅 117.77平米,260,22077元,2017-08-24,锦江
龙城一号 4室2厅 155.56平米,260,16714元,2017-09-03,龙泉
华都美林湾 4室2厅 137平米,260,18979元,2017-11-21,锦江
美城云庭 3室2厅 151.46平米,260,17167元,2017-11-22,天府新区
春语花间 5室2厅 229.03平米,260,11352元,2017-02-13,金牛
翡翠城五期 3室2厅 91.54平米,260,28403元,2017-10-19,锦江
碧云天 3室2厅 182.17平米,260,14273元,2017-07-14,武侯
绿地锦天府 3室2厅 185平米,260,14054元,2016-05-14,锦江
华润二十四城二期 3室1厅 83.39平米,260,31179元,2017-10-14,成华
富豪新岸 3室2厅 145平米,260,17932元,2017-10-14,双流
成都雅居乐花园别墅 3室2厅 273.37平米,260,9511元,2017-03-06,天府新区
童子街庭苑 4室2厅 162平米,260,16050元,2017-06-19,青羊
华润二十四城六期 3室2厅 107.1平米,260,24277元,2017-06-20,成华
交大归谷国际住区 4室2厅 166平米,260,15663元,2017-04-09,武侯
万科城市花园 3室2厅 112.9平米,260,23030元,2017-08-23,锦江
南城都汇二A期 3室1厅 145.61平米,260,17856元,2017-10-25,高新区
城市春天 3室2厅 125平米,260,20800元,2017-10-31,武侯
航空花园 4室2厅 165.05平米,260,15753元,2017-10-31,武侯
中海翠屏湾 5室3厅 83.71平米,260,31060元,2017-11-27,高新区
芳草地 4室2厅 193.97平米,260,13405元,2017-12-04,武侯
保利花园 4室2厅 137平米,260,18979元,2017-04-06,武侯
铸信境界 3室2厅 140.92平米,260,18451元,2017-10-17,青羊
中海龙湾半岛 3室2厅 140.6平米,260,18493元,2017-06-08,武侯
英郡二期 3室2厅 143.63平米,260,18103元,2018-01-04,高新区
保利百合花园 3室1厅 77.74平米,260,33445元,2018-01-05,高新区
交大归谷国际住区 4室2厅 166平米,260,15663元,2017-04-14,武侯
和祥瑞苑 5室2厅 204平米,260,12745元,2017-02-23,锦江
中海格林威治城 4室2厅 161.71平米,260,16079元,2017-04-01,武侯
